rssdid,bhcid,date,name
583334,1020283,19761231,LANDMARK BK OF SEMINOLE NA
583352,3018958,20200331,FIRST NB
583428,1071502,19990331,CITIZENS-STATE BK OF STRASBURG
583455,1120754,20000630,FIRST NB OF WEST POINT
583549,0,19860331,FARMERS ST BK
583558,1120754,19941231,NORWEST BK MONTROSE NA
583727,0,19830630,FIRST NB OF SOUTHERN MD
583745,0,20160930,SUMNER NB OF SHELDON
583754,5193420,20200331,BANK OF HOUSTON NA
583839,1201028,19921231,AMERICAN NB ELGIN
583905,4657121,20200331,KENNEBEC SVG BK
583932,1081912,20050331,FIRST BK
584050,1068294,19931231,FIRST NB OF MONTROSE
584078,1027844,19820331,GENEVA ST BK
584201,0,19870630,CENTRAL NATIONAL BK OF NY
584238,1078529,19810930,CENTRAL BK OF MONTGOMERY
584256,1102228,19890630,TEXAS AMERICAN BK DNCNVLE NA
584359,1050589,19850331,SCROGGIN & CO BK
584368,0,19821231,NEWPORT HARBOUR NB
584377,2603991,20200331,KITSAP BK
584425,1233449,19830930,WISE CTY NB
584724,1071502,20200331,UNIFIED BK
584733,1209097,19910630,FIRST OAK BROOK BK/ADDISON
584742,1199479,19821231,FIRST WI NB OF WESTOWN
584809,1034365,19831231,NORTHEAST B&TC
584827,0,19870930,WACCAMAW ST BK
584863,1100840,19900331,NBC BK-SEQUIN NA
584920,1249002,20200331,FIDELITY BK
584957,1102488,19880930,FIRST NB - SOUTH
585039,1085095,19921231,FLAGLER NB
585150,1078529,19990630,ARIZONA BK
585235,1201989,20200331,ALGONQUIN ST BK
585365,1240036,19831231,SEMINOLE ST NB
585459,1039502,19910331,TEXAS CMRC BK FORT WORTH NA
585543,1074156,20020630,BK OF LOUISVILLE
585552,1059292,19890930,ABBOTT BK
585637,1085983,19940930,SOUTHEAST MISSISSIPPI BK
585655,1054813,20020630,FIRST NB OF OTIS
585673,1027844,19900930,DESERET BK
585749,1881532,20200331,PILOT GROVE SVG BK
585936,1199778,19920331,LARKIN BK
585954,1057337,19960930,WESTERN SECURITY BK
586009,0,19820930,"MANVILLE NATIONAL BANK, THE"
586027,1069714,20200331,FIRST BK OF OH
586054,1061763,19871231,PEOPLES ST BK
586072,3834701,20200331,FIRST PALMETTO BK
586148,1208942,19931231,FIRST NB OF COLUMBUS
586175,1842083,20070331,FAR W BK
586205,1245796,20070630,CITIZENS BK OF CT
586241,1138320,20140930,PLEASANTVILLE ST BK
586335,2317690,20200331,BANK OF MOUNDVILLE
586344,1201288,19951231,GRAND NB
586353,1100840,20010930,NBC BK NA
586465,0,19940630,BANK OF NEWPORT
586559,1121229,19880331,BANK OF CRESBARD
586700,0,19920630,HOWARD SVG BK
586755,0,19860930,CITIZENS B&TC
586858,3570728,20121231,FIRST NB
586960,1131899,20200331,PEOPLES ST BK
587024,1071968,19850630,FIRST VA BK EASTERN SHORE
587051,1246766,19941231,COMMUNITY FIRST ST BK
587172,1076262,20010930,FRONTIER ST BK
587275,1209109,20041231,REGIONAL BK
587350,1062621,20130930,BANK OF KS
587426,1075519,19971231,PEE DEE ST BK
587462,1109991,19930331,AMERICAN BK SHERMAN NA
587556,1101753,19880331,FIRST REPUBLICBANK HUTCHINS
587574,3616756,20100331,ARCOLA HMSTD SVGS BK
587677,0,20200331,EUREKA SVG BK
587743,2425120,20121231,COMMUNITY BK CENTRAL WI
587752,3556375,20200331,FIRST CO NB
587770,1024058,19810930,FIRST SECURITY BK NA
587800,0,20200331,LIBERTY BK
587837,1131787,19910331,TRUST CO BK OF ROCKDALE
587958,1108341,19900930,WESTERN BK
588021,0,19790630,CAROLINA ST BK
588058,1104558,20141231,STATE NB TX
588124,1068191,19790930,HUNTINGTON BK OF TOLEDO
588245,1416738,20200331,BANK DEERFIELD
588254,1073364,19880930,PUEBLO US IND BK
588272,1031234,19930331,DIXIE ST BK
588348,3104794,20200331,SAVINGS BK
588441,1097182,20170331,ILLINI BK
588450,0,19881231,CITIZENS ST BK
588478,3888414,20200331,FREEHOLD BK
588517,2615770,20040930,WARWICK SVG BK
588535,1199778,19920930,NBD ELK GROVE BK
588553,1049341,20080930,COMMERCE BK NA
588562,1132038,19950630,NOVATO NB
588571,1029138,19860930,BANK OF SEATTLE
588900,1242610,19901231,FIRST CENTRAL BK
588946,1068294,19960930,BANK ONE MADISON
589019,0,19820930,FIRST NATIONAL BK OF WATERLOO
589037,1090987,20010930,FIRST NB ELMHURST
589046,1094369,19951231,SECURITY BK
589073,0,19970630,HOKKAIDO TAKUSHOKU BK SEA BR
589158,1125898,20200331,GREAT PLAINS BK
589233,1076776,19791231,BARNETT BK OF PALM BEACH COUNT
589251,1094211,19871231,MERCANTILE BK ST CHARLES CNTY
589345,0,19810930,PEOPLES B&T
589354,1105760,19940331,HERITAGE BK MOREHOUSE
589439,3071908,20180630,ANDALUSIA CMNTY BK
589448,1199563,19971231,ASSOCIATED BK MADISON
589457,1050600,19991231,FIRST ST B&TC
589475,0,19960930,HONGKONG & SHANGHAI BKG SEA BR
589523,2730383,20200331,BANK OF TRAVELERS REST
589569,1102125,19890930,SMILEY ST BK
589671,1133286,20111231,1ST BK OKLAHOMA
589804,0,19800630,SOUTH SCITUATE SVG BK
589831,0,19810331,BANK OF MCCOMB
589859,0,19810930,MIDTOWN NB
589943,1210169,20200331,LINCOLN SVGS BK
590033,1083176,19860630,PEOPLES BK MISSISSIPPI NA
590051,1054297,19970331,ROCKY MTN ST BK
590079,1404762,19930930,FIRST PROFESSIONAL BK
590109,0,20010331,HOMETOWN BK
590145,0,20180930,FIRST NB OF REMBRANDT
590163,0,19840331,STEWARDSHIP BK OF OR
590220,2082532,20200331,UWHARRIE BK
590248,1208531,20200331,TOWN & CNTRY BK
590257,1107849,19930630,FRONTIER ST BK
590444,1199648,19900630,FIR OF AMER BK-LEWISTON
590462,1120754,19941231,BANK OF SCOTTSDALE
590501,0,20060331,BANK JULIUS BAER & CO NY BR
590574,2262455,19960630,COMMUNITY FIRST BK
590640,1097070,20200331,FNB OXFORD BK
590734,1206809,19920930,FIRST ST BK OF ALSIP
590752,1138759,19921231,SOUTHGATE BK
590855,1140341,20130630,COMMUNITY SOUTH BK
590949,2749433,20181231,BANK OF GENEVA
590958,1102590,19870930,MBANK IRVING
590976,1144741,20200331,FINANCIAL FED BK
591003,0,20180630,BANK OF SCOTLAND PLC NY BR
591049,1249664,19970630,GOODLAND ST BK
591058,1099878,19930930,MEGA BK
591209,0,20200331,PISCATAQUA SVG BK
591245,1199509,19871231,VALLEY BK MADISON
591302,0,19810630,FIRST NB OF BIDDEFORD
591320,3137019,20200331,ARTHUR ST BK
591357,2306993,20200331,PEOPLES BK
591366,2184333,20200331,FIRST NB
591450,0,19920930,FIRST BK/LAS COLINAS
591571,1199479,19950331,FIRSTAR BK QUAD CITIES NA
591647,0,19850331,STRONGS BK
591656,0,19880930,FIRST IND BK
591740,1203910,20200331,PEOPLES T&SB
591816,1071306,19950930,UNITAS NB
591825,0,20160930,COMMUNITYONE BK NA
591834,1079740,20010331,BANK OF PRATTVILLE
591843,1208661,19990930,AMCORE BK NA ROCK RIVER VALLEY
591852,1102312,20120930,FIRST FNCL BK NA
591900,1073757,20181231,BOSTON OVERSEAS FNCL CORP
591937,2327541,20150630,SUBURBAN B&TC
591955,1059715,19931231,NORTHERN BK
592130,1246681,19990630,TYLERTOWN BR
592149,1203741,19880930,FIRST ST BK OF EDGERTON
592242,1094211,19960630,MERCANTILE BK LYON CTY
592336,1078529,19820331,CENTRAL BK OF MOBILE NA
592345,1202557,19861231,FIRST NB OF STOCKTON
592354,0,19980930,UNION ST BK
592402,1201028,19800930,FIRST CHICAGO INTL-NEW ENGLAND
592439,2125523,20200331,FIRST SCTY T&SB
592448,1142411,20200331,EVOLVE B&TC
592523,1071968,19831231,FIRST VA BK OF ORANGE
592550,1143128,20200331,QUOIN FNCL BK
592569,0,19870930,CAMEL BK
592608,0,20200331,NATIXIS NY BR
592635,1140592,19930930,COMMUNITY FIRST BK OF CTRL FL
592644,1205996,20200331,GREENFIELD BKG CO
592756,0,19891231,FIRST NB OF LOUISIANA
592822,2571755,20030930,GREAT LAKES BK
592831,1210048,20070930,STATE BK ANNAWAN
592840,1199563,19771231,EAST WI TRUSTEE CO
592859,1063132,20200331,HILLSBORO ST BK
592907,0,19830630,BREWER SVG BK
592952,1094369,19950930,FIRST EXCHANGE BK
592961,0,19890630,PARK FORTY FIVE NB
593007,1130249,20200331,CAMDEN NB
593052,5331286,20200331,PLAINS CMRC BK
593137,1076776,19780331,BARNETT BK OF EAST POLK COUNTY
593230,1080465,19970331,UNION BK
593249,1097061,20200331,PEOPLES BK
593333,2734073,20200331,FIRST NB OF ARENZVILLE
593342,0,19830930,CITIZENS BK MANITOWOC
593351,2889870,20150331,TIGHTWAD BK
593454,1097614,19921231,CITIZENS ST BK
593463,1100550,19870331,TEXAS COMMERCE BK - STFRD NA
593557,1100550,19870331,TEXAS COMMERCE BK-LAS CLNS
593669,0,19810331,CABRILLO ST BK
593726,0,19920630,COASTAL VA BK
593753,1049828,20120930,UMB BK COLORADO NA
593771,0,20200331,LIBERTY BK
593801,1113514,19861231,NEW BRITAIN NB
593838,0,20040630,LUMPKIN CTY BK
593847,1207431,20000630,FIRST AMER BK
593865,1029893,20130331,WEST COAST BK
593940,0,20200331,BANK OF STRONGHURST
593959,1100840,19870630,NBC BK - EDINBURG
593977,0,20150630,SOUTH END SVG SB
594031,1020265,19770930,PAN AMERICAN BK OF DADE COUNTY
594059,1101753,19880331,FIRST REPUBLICBANK DFW AP NA
594134,1129430,20060930,COMMUNITY BK
594255,0,19960331,BACA ST BK
594349,2390040,19971231,LIBERTY B&T
594358,0,19811231,BANK OF YORKVILLE
594367,1025701,19840630,NEWPORT ST BK
594433,1493654,20200331,CB&S BK
594442,1206911,19991231,BANK OF SUGAR GROVE
594451,5136810,20200331,MAPLEMARK BK
594639,1079740,20001231,FIRST NB OF GONZALES
594657,1121948,19970930,TRI COUNTY ST BK
594714,1117156,20041231,WNB BK
594723,1074231,19850930,NORTHWESTERN BK
594853,2344856,20200331,CITIZENS NB NA
594901,1242610,19901231,FIRST NH BK GRANITE ST
594938,1143052,20200331,APPLE RIVER ST BK
594947,1208009,20200331,BANK FIRST NA
594956,1059201,19920331,BANK OF ROBINSON
595038,1207981,20101231,ERIE ST BK
595140,1199714,19861231,MICHIGAN NB-W METRO
595234,1076758,19770930,ATLANTIC NB
595243,1209529,19930930,FARMERS ST BK OF DOWS
595270,3839096,20200331,MIDFIRST BK
595337,1493609,20200331,VALLEY ST BK
595430,2260406,20200331,STATE BK OF THE LAKES NA
595449,2321419,20120930,MARATHON ST BK
595458,1051504,19950930,BANKWEST
595476,1115312,19910630,DARTMOUTH BK
595506,1250240,19950930,FAMILY MSB
595524,0,19811231,BANK OF WILLISTON
595533,0,19810930,CITIZENS & SOUTHERN BK OF HE
595551,1120754,19941231,NORWEST BK DILLON NA
595560,1104017,20080331,FIRST NB
595618,1117192,20031231,CITIZENS NB
595720,1070448,19930630,WESBANCO BK SISTERSVILLE
595766,0,19780930,US NAVAL FACILITY
595850,1120754,19941231,NORWEST BK STERLING NA
595869,1843080,20200331,CATHAY BK
595878,0,19990331,AMERICAN GEN FNCL CTR
595944,1202922,20200331,SANBORN SVG BK
595953,2270834,20150331,FARMERS ST BK OF DENTON
595962,0,19810331,NORTHWEST CMRC BK
596026,3136973,20030930,PINNACLE ST BK
596044,1068294,19941231,BANK ONE EAST LANSING
596053,1127333,20091231,FIRST NB OF FAIRFIELD
596062,1131666,20200331,CITY NB
596156,3035227,20200331,CAPITAL BK
596204,1048465,19930331,PEOPLES BK NA
596222,1023097,19980331,BANK OF PADEN CITY
596277,0,20200331,COLUMBIA S&LA
596316,0,19830930,ONEIDA COUNTY SAVINGS BANK
596352,2141028,19990630,BANK OF TELLURIDE
596361,1951350,20060930,CITICORP TR NA
596400,0,20021231,AMERICAN SVG BK
596455,1123616,20200331,MADISON VALLEY BK
596633,1068294,19961231,BANK ONE CHICAGO NA
596642,3029196,20200331,HOMEBANK OF AR
596754,1236066,19840331,FARMERS ST BK
596763,1028382,19830630,CENTURY BK
596848,1134694,20190331,AMERICAN T&SB
596978,0,20200331,MARATHON BK
597041,3084999,20200331,SAVANNA-THOMSON ST BK
597126,0,19960630,BANK OF WEIRTON
597153,1049341,19831231,COMMERCE BK OF BLUE HILLS
597162,1127913,20070930,FIRST NB OF N CTY
597229,1072107,19780930,BANK OF VA-PETERSBURG
597238,1083804,19880331,BANK OF THE SOUTH
597256,0,20120930,MANSFIELD ST BK
597313,1143959,20200331,PS BK
597434,0,19820930,CENTURY NB OF LEE COUNTY
597452,1104615,20200331,AMERICAN B&TC
597500,1114641,19800930,LEBANON B&TC
597537,1201028,19930930,AMERICAN NB ARLINGTON HEIGHTS
597546,1210749,20200331,PREMIER CMNTY BK
597555,1049828,20120930,UMB NB OF AMER
597603,1110344,19891231,BAYBANK MERRIMACK VALLEY NA
597658,1247017,20200331,FIRST ST BK OF FORSYTH
597667,1102125,19890930,FIRST ST BK OF TAFT
597724,0,19951231,TRIAD BK
597751,3472411,20120331,FIRST NB
597948,1204177,19890930,MACOMB CTY BK
597957,1427501,20010630,FIRST NB IN WALSENBURG
598002,4436559,20200331,SAVINGS BK OF WALPOLE
598020,0,19800630,FIRST NB OF MIDDLETOWN
598039,1199901,19881231,FIRST IL BK ARLINGTON HEIGHTS
598048,1245509,20200331,STEPHENSON NB&TC
598123,1074875,19840630,"CENTRAL FIDELITY BK NA, SW"
598132,1080885,20200331,SECURITY ST BK
598150,1919976,20011231,FAIRVIEW BK
598169,1103319,19900331,FIRST TAYLOR NB
598208,1037003,19911231,FIRST NB
598329,0,19921231,WELLSBURG BKG&TC
598338,2243801,20020331,BANK OF CARBON HILL
598374,1966774,20051231,MIDWESTONE BK
598422,2329992,19980331,CENIT BK
598431,0,19810630,DELTA NB OF YAZOO CITY
598440,1200003,19970630,FMB REED CITY BK
598534,1081118,20190630,FIDELITY BK
598543,1199808,20200331,SIBLEY ST BK
598552,0,19861231,CLARKS FORK NB
598628,0,19931231,BANK OF BLADENBORO
598637,1081042,19850630,LAKE COUNTY BK
598646,1840016,20200331,TNB BK
598655,1102125,19890930,JACKSON COUNTY ST BK
598721,0,19830630,WEIRTON NB
598730,1206863,19960930,SOUTHWEST FNCL B&TC
598749,1094369,19951231,FARMERS & MERCHANTS BK
598767,0,19941231,FIRST TR BK
598851,0,19840930,FRONTIER BK
598936,1076776,19761231,BARNETT MALL BK NA
598954,1094613,20200331,JEFFERSON B&TC
599054,2252009,19981231,FIRST CMNTY BK
599063,0,19890630,CANADIAN IMPL BK FIFTH AVE BR
599111,0,19850930,BEECH CREEK NB
599139,1020265,19820331,PAN AMERICAN BK OF BROWARD
599148,1203602,19861231,BUSEY FIRST NB
599157,1104558,19990331,ELECTRA ST B&TC
599175,2168557,19980630,PEOPLES SVG BK
599250,1065154,19860930,UNION NB OF KANSAS CITY
599344,1199648,19890930,ANTRIM CTY ST BK
599353,1121788,19860331,FIRST FIDELITY BK
599401,0,20200331,BAYERISCHE LANDESBANK NY BR
599643,1249691,20200331,ERGO BK
599652,1050600,19991231,CITIZENS ST B&TC
599737,1357091,19990331,FIRST CMNTY BK OF HENRY CTY
599755,1122954,20130930,COMMUNITY FIRST BK OF GLENDIVE
599764,1895007,20200331,AMERICAN NB TX
599849,1094211,19970930,MERCANTILE BK DUBUQUE NA
599858,0,19990630,FIRST NB
599951,1120754,20031231,WELLS FARGO BK NM NA
600053,0,19980930,JEFFERSON NB
600101,0,19791231,BERNARDS STATE BANK
600129,1070336,20180331,PROGRESSIVE BK NA
600174,2736282,20030630,BAY VIEW BK NA
600222,1074156,20011231,F&M BK-PEOPLES
600259,1049734,19920331,AFFILIATED NB WESTMINSTER
600352,1119794,19891231,FIRST NB OF GREAT FALLS
600419,1141889,20200331,KISH BK
600437,0,19960630,TRI-COUNTY CMNTY BK LEHIGH
600446,1203602,19910930,BANK OF URBANA
600576,0,20150930,FIRST FS&LA OF INDEPENDENCE
600606,0,19771231,HAYDENVILLE SVG BK
600633,0,19830930,GUARANTY B&TC
600651,1131406,20140331,AMERICAN ST BK OF PIERRE
600754,1094211,19851231,MERCANTILE COMMERCE TC
600839,1078716,19770331,FIRST NB OF BROWARD COUNTY
600950,0,19890630,SEVERY ST BK
601032,5399576,20200331,FAIRVIEW ST BKG CO
601041,3122837,20200331,FIRST ST BK OF BEECHER CY
601050,1049341,20200331,COMMERCE BK
601069,1031047,19891231,CALIFORNIA CITY BK NA
601144,0,19811231,MARINE B&TC
601153,1363748,20200331,FARMERS & MERCHANTS ST BK
601359,0,19880331,CLAIBORNE B&TC
601407,0,19771231,GREATER PROVIDENCE TC
601416,1032464,20200331,FIVE STAR BK
601434,1205062,20100331,CENTRAL BK
601443,1205857,20200331,BANK OF MAUSTON
601452,1093634,19950930,MARK TWAIN KS BK
601546,1068294,19941231,BANK ONE FENTON NA
601555,1120754,19941231,NORWEST BK GREAT FALLS NA
601564,3975770,20110331,TREATY OAK BK
601603,1039502,19780930,CHEMICAL BANK OF ROCHESTER
601658,3615441,20200331,ALLIANCE BK CENT TX
601724,1076217,19870630,HALF DOLLAR T&SB
601733,1426906,20180930,PEOPLES SOUTHERN BK
601809,1110559,19871231,SHAWMUT BK OF CAPE COD NA
601827,1072291,19840930,DOMINION BK OF BRISTOL NA
601854,1065341,19930630,BANK OF WINDSOR
601863,0,19960930,ISTITUTO BANC S P DI TO L A BR
601957,1119794,19891231,FIRST WESTSIDE NB GREAT FALLS
602048,1248818,20200331,STATE BK
602066,1108350,19960331,FIRST ST BK
602141,0,19930331,STATE BK OF DUMONT
602150,3916803,20160331,JOURDANTON ST BK
602169,1028458,19870331,PACIFIC VALLEY BK
602226,1070448,19941231,WESBANCO BK ELM GROVE
602235,1082067,20051231,SOUTHLAND BK
602271,2369457,19981231,SCOTLAND SVG BK SSB
602347,1199648,19880331,FIR OF AMER BK-ROCHESTER NA
602356,1995103,20171231,PEOPLES NB
602365,0,19760630,EQUITABLE TC
602374,1027974,19870331,UNION BK
602440,0,19870930,TOY NB
602459,1122664,19880331,VILLAGE BK
602543,2728652,20200331,PETEFISH SKILES & CO
602664,0,19940331,COLONIAL BK NA
602721,1071968,19760930,FIRST VA BK OF THE PENINSULA
602815,1070644,19961231,FARMERS DEPOSIT BK
602833,0,20070630,ABN AMRO BK NV MIAMI AGY
602842,1130717,20200331,DYSART ST BK
602851,1199497,20060630,MISSOURI ST B&TC
602972,0,20150630,PEOPLES FSB DEKALB CTY
603054,1102590,19870331,MBANK BASSETT NA
603139,1199479,19950630,FOX LAKE ST BK
603205,1137613,19911231,LINCOLN TC
603223,0,19820331,SOUTHWEST VA NB
603232,1084801,20200331,BANK OF GUEYDAN
603335,0,19870331,BANCO DE IBEROAMERICA SA
603344,1201680,19851231,NATIONAL BK
603438,1140743,19930930,MIDLANTIC NB&TC FL
603504,478476,19921231,ISLAND TC
603531,0,19801231,FARMERS ST BK OF ASTORIA
603540,1978656,20200331,BLACK RIVER COUNTRY BK
603559,1989643,20200331,FARMERS ST BK
603607,1248902,19900930,SHAWMUT FIRST B&TC
603661,1105715,19871231,FIRST B&TC
603728,1076114,19900331,CAROLINA MOUNTAIN BK
603755,4848237,20200331,FIRST ST BK
603830,1078332,19850331,FIRST ALABAMA BK WALKER COUNTY
603858,1106217,19830331,FIRST CITY NB
603915,1040795,19760331,CHASE MANH BK MID-HUDSON (NA)
603924,1072107,19760630,BANK OF VIRGINIA-SCOTT
603951,1053272,20061231,PINNACLE BK NA
603979,1023538,19960331,FIRST INTRST BK OF UT NA
604024,2795702,20200331,MINSTER BK
604033,0,20200331,FIRST NB ASSUMPTION
604051,1054475,19880630,SYLVIA ST BK
604154,1123670,19920930,FIRST INTERSTATE BK
604163,1100550,19870331,TEXAS COMMERCE BK - B CRK NA
604202,1034806,19800331,"HOMER NATIONAL BANK, THE"
604211,0,19790930,LEBANON COUNTY TC
604248,1199460,19880630,BRENTON ST BK
604257,1199844,19951231,QUESTSTAR BK NA
604305,0,19760930,STATE BK OF NORTH JERSEY
604332,1078332,19850930,FIRST ALABAMA BK OF CULLMAN
604378,2776073,20040331,LOCAL OKLAHOMA BK
604453,1416587,20061231,FIRST ST BK
604538,1131787,19940630,TRUST CO BK OF COFFEE COUNTY
604547,1249105,20200331,HEARTLAND BK
604556,1127584,20111231,RAVALLI COUNTY BK
604631,1231799,19801231,ELLIS LONGBOAT KEY BK
604640,5341249,20200331,WATERMAN ST BK
604659,1039502,19930930,TEXAS CMRC BK-EL PASO NA
604725,1069778,20200331,PNC BK INTL
604734,1231333,20050331,HARRIS BK FRANKFORT
604752,1094211,19970630,MARK TWAIN KANSAS CITY BK
604930,0,19990930,BANCO SANTANDER CENTRAL HISPAN
604949,0,19881231,STATE BK EARLVILLE
604958,1049828,19860331,UNITED MO BK OF ST LOUIS NA
605058,2003975,20061231,CITIZENS ST BK
605133,2349468,20110331,FIRST NB CENT FL
605151,0,19951231,BANK OF EL PASO
605245,0,19920331,UNITED IL BK OF SOUTHERN IL
605254,0,19760930,DEP INS NB
605263,1141777,19990930,ORANGE NB
605432,0,20170331,BANCO IND DE VENEZUELA MIA AGY
605450,1049341,19850331,COMMERCE BK-NORTH COUNTY
605469,1025701,19970331,U S BK OF ID
605535,1083000,19861231,FIRST NB SEMINOLE COUNTY
605544,0,19810930,MERCHANTS & PLANTERS BK
605571,0,20200331,PEOPLES S&LC
605610,0,20200331,SAWYER SVG BK
605638,1097182,20050630,STATE BK AUBURN
605656,1059340,20200331,FIRST ST B&TC
605759,1119794,19891231,FIRST NB&TC HELENA
605768,1101753,19880630,FIRST REPUBLICBANK TYLER NA
605852,2928461,20031231,KATY BK NA
605870,2350491,20000630,CENTRALIA SVG BK
605973,0,20180930,HOME CITY FSB
606046,0,20200331,BANCORPSOUTH BK
606073,0,20120331,GRIFFITH SVGS BK
606130,2310217,20031231,FIRST ST BK
606176,3798933,20200331,PIONEER BK
606251,1020199,19920630,BANK OF MONTANA HELENA
606260,1245068,19870630,SOUTH BROADWAY BK
606309,0,20041231,HUDSON RIVER BK & TC
606420,1069778,19950930,PNC BK INTL
606550,1132935,19881231,HOME ST BK
606569,0,20010930,FIRST CHARTER BK NA
606635,1076918,19850930,CITIZENS & SOUTHERN BK DUBLI
606653,2351274,20200331,INDEPENDENCE BK
606756,1100550,19861231,TEXAS COMMERCE BK-NRTHGTE NA
606822,1068025,19831231,SOCIETY INTL CORP
606831,1199705,20000630,OLD KENT NA
606840,1095704,19911231,BETHALTO NB
607100,0,19890630,NEW HAVEN MERCH BK
607146,1203769,20200331,CENTRAL ST BK
607230,0,19880331,LYNN HAVEN COMMERCIAL BK
607258,1100550,19861231,TEXAS COMMERCE BK-FRST ST
607324,1069125,19871231,NATIONAL CITY CLEVE INTL COR
607333,1205585,20200331,MIDWEST CMNTY BK
607342,1132654,20000630,FIRST NB OF BRIDGEPORT
607511,1098732,20080930,FARMERS B&TC
607539,0,20140331,LLOYDS TSB BK PLC MIAMI AGY
607557,1094211,19851231,LEWIS & CLARK MERCANTILE BK
607632,1020283,19850630,GULF COAST BK OF PINELLAS
607744,1068294,19890930,BANK ONE MEQUON
607847,1199778,19900630,NBD GENESEE BK
607931,1137248,20060331,BIG LAKE NB
607959,2600655,20051231,FIRST-NICHOLS NB
608031,0,19890630,BANK OF CREDIT & CMRC INTL
608059,1093634,19851231,MARK TWAIN PARKWAY BK
608237,1206911,19981231,OLD SECOND CMNTY BK AURORA
608246,1199479,19910331,FIRST WISCONSIN NB
608358,1842551,20200331,GARFIELD COUNTY BK
608367,1138423,20110930,FIRST ST BK
608442,1199536,19861231,HAWKEYE B&TC
608451,4805829,20200331,FIRST NB OF KEMP
608536,1083608,19860630,FIRST ST BK OF DECATUR
608750,1128602,19920930,FIRST NB IN HYSHAM
608844,1201532,20200331,FNBC B&TC
608871,1943542,19950331,LAKELAND SVG BK
608929,1073757,19931231,AMERICAN SECURITY BK NA
608938,1492273,20040930,CENTRAL BK FULTON
608947,1094538,19930331,FIRST B&TC
608956,1111435,19951231,INVESTORS FIDUCIARY TC
609010,2947985,20200331,FIRST NB OF ELMER
609029,1248685,19920331,METROPOLITAN BK NA
609159,0,19881231,ASSARIA ST BK
609243,1200704,20021231,UNION B&TC
609252,1120754,19941231,NORWEST BK KALISPELL NA
609355,1100550,19861231,TEXAS COMMERCE BK EAST NA
609373,0,20140630,VALLEY SVG BK
609449,1095478,19871231,BANK OF CAHOKIA
609467,0,20200331,UNITED PACIFIC BK
609476,0,20200331,HUNTINGTON FSB
609533,0,19820630,CONTINENAL BK
609609,3400937,20200331,KEB HANA BK USA NA
609618,2007647,20041231,BANK OF GERMANTOWN
609645,1206210,20200331,ELGIN ST BK
609654,1093773,19860930,CENTERRE BK OF ST PETERS NA
609832,1491388,20200331,TOMPKINS ST BK
609850,1049828,19940331,UMB NORTH PLAZA ST BK
609935,1081181,19830930,FIRST ST BK
609953,2394619,19970331,FIRST INTERSTATE BK MONTANA
609962,0,19880331,TEXAS NB
610052,2146359,20060630,FIRST NB OF TRIBUNE
610128,1076105,20200331,BANK OF SOUTHSIDE VA
610155,2256539,20090331,MOUNTAIN WEST BK NA
610164,1109496,20200331,HERRING BK
610230,1076758,19770930,ATLANTIC BK OF WEST ORLANDO
610258,1107401,19880930,BANK OF KERRVILLE - KERRVL
610379,0,19950630,UNITED BK SB
610418,1033470,19890630,SCARSDALE NB&TC
610427,1233458,19780930,WILLIAMSBURG NB
610454,0,19771231,AVCO BOULDER IND BK
610539,1086140,20200331,BANK OF EDISON
610557,4404277,20200331,THREE RIVERS BK OF MT
610623,1069778,20070630,MERCANTILE CTY BK
610632,1077689,19871231,SOUTHEAST BK NA
610735,0,19880930,FIRST NB IN GALVA
610771,1074156,20020331,COMMUNITY FIRST BK
610829,0,19901231,COMMUNITY TR BK
610847,3219166,20070930,MONTROSE ST BK
610904,1231342,19960630,CANADIAN IMPERIAL BK CMRC NY
610913,1823747,20200331,FIRST NB
611031,1085901,20200331,PEOPLES BK
611107,0,19831231,METROPOLITAN SVG BK FSB
611143,1200393,19960630,FIRST NB OF WHEELING
611152,1109311,19900331,TEXAS NB
611246,1097182,20170331,FARMERS ST BK OF CAMP POINT
611255,1094154,19850331,CHARTER BK WARD PKWY NA
611349,1199705,19950630,FIRST NB MACOMB CTY
611406,0,19990930,BANCA CASSA DI RISPARMIO NY BR
611433,1076776,19870630,BARNETT BK OF PNLLS C NA
611451,1094314,20200331,CENTRAL BK OF SEDALIA
611639,1231333,20050331,SUBURBAN BK BARRINGTON
611648,1199497,19870331,M&I BAY VIEW ST BK
611657,1064278,19941231,INTRUST BK VALLEY CTR
611732,1074156,20010331,METTER BKG CO
611750,1020199,19920630,BANK OF MONTANA LEWISTOWN
611835,1077689,19771231,SOUTHEAST BK OF EAST ORANGE
611844,1199460,19950630,BRENTON BK PALO ALTO CTY
611853,0,19900630,CITIZENS NB
611947,1095571,20000630,DEES BK OF HAZEL
612131,0,19880331,CITIBANK INTL-CHICAGO BR
612140,1199479,19941231,FIRST BK SE NA
612159,1060131,20200331,SOLUTIONS NORTH BK
612216,0,19800930,NATIONAL BK OF DEFIANCE
612234,2650315,19981231,BANK OF MILAN
612243,1199705,19941231,OLD KENT BK OF CADILLAC
612261,1104437,19900630,UNITED BK OF WACO NA
612337,1076758,19770930,ATLANTIC BK OF ORLANDO
612346,1202762,20101231,BANK IA
612355,1096523,19980630,KILGORE FIRST NB
612364,0,20111231,FIRESIDE BK
612506,0,19821231,READING SVG BK
612533,1094369,19831231,HAMILTON FIRST BK NA
612551,2042648,20150630,PINE RIVER VALLEY BK
