rssdid,bhcid,date,name
327471,0,19971231,SHIRLEY CO-OP BK
327501,1047897,19900331,TOWN AND COUNTRY BK
327547,1247987,19980930,FIRST SOUTHERN NB OF WAYNE CTY
327556,1866306,20200331,ANCHOR D BK
327613,1242852,19991231,KOREA FIRST BK OF NY
327622,0,19760331,PICKERINGTON BK
327659,0,19910930,EXCHANGE BK OF SCHMIDT & KOESL
327707,1231557,19830630,CANAL NB
327846,1068294,19990331,NBD BK NA
327855,1107700,20200331,CIERA BK
327949,1250473,20170930,FIRST COUNTY BK
327958,1056714,19970331,OKLAHOMA NB&TC
328012,1239254,19930331,MERCHANTS BK NA
328058,1057636,20200331,FIRST BK OF THOMAS
328106,1242610,19920331,FIRST NH BK NA
328115,1129319,19990930,LTCB TC
328151,1472079,20130331,CITIZENS ST BK
328311,0,19800630,SOLEBURY NB OF NEW HOPE
328357,3831625,20200331,TITAN BK NA
328423,1473571,20141231,NATIONAL B&TC
328450,1065172,20140630,CHICKASHA B&TC
328553,1060627,20100930,FIRSTBANK OF SOUTH JEFFCO
328647,0,19830630,FARMERS SVG BK
328656,1126738,20200331,UNITED FARMERS ST BK
328777,3200463,20200331,PENN CMNTY BK
328834,0,20200331,BNP PARIBAS CHICAGO BR
328919,0,19860930,CONTINENTAL BK OF CANADA-NY BR
328946,1201934,19850930,CHEMICAL BK LAKE CITY
329046,1201934,20001231,CHEMICAL BK MONTCALM
329064,0,20000630,COUNTY BK
329149,1210084,20200331,BANK PLUS
329233,1084034,19971231,GAINESVILLE ST BK
329242,1069125,19921231,UNION ST BK
329251,1104576,19881231,FIRST ST BK
329336,0,19960630,BARCLAYS BANK PLC-CHICAGO BR
329345,2352196,20200331,GENERATIONS BK
329411,0,19920331,CIC UNION EUROPEENNE INT NY BR
329457,1119794,19970331,FIRST BK SD NA
329466,1238444,19880331,UNITED BK OF AZ
329550,1100000,20200331,INSOUTH BK
329569,1030862,19900331,TORREY PINES BK
329578,3161014,20080930,MARLBOROUGH CO-OP BK
329635,1076776,19960331,BARNETT BK ALACHUA CTY NA
329644,1099467,19980930,CITIZENS BK OF KY
329747,1199563,19971231,ASSOCIATED BK REEDSBURG
329756,1067653,20120630,FIRST NB OF SOUTHERN KS
329934,1077689,19810930,SOUTHEAST BK OF ORANGE PARK
329952,1105528,20200331,FIRST NB
330006,1232004,19830630,CASCO B&TC
330211,0,19840630,FIRST NB&TC OF BEVERLY
330239,1131376,20200331,FIRST NB
330248,1248809,20200331,FIRST NB OF NOKOMIS
330417,1070868,20060630,PEOPLES BK
330444,0,19890630,TEEDS GROVE SVG BK
330453,1134247,20160630,ALTURA ST BK
330538,1231539,19820630,CENTURY BK OF ORANGE COUNTY
330547,1203602,19890930,STATE BK OF ST JOSEPH
330556,1101753,19870930,FIRST REPUBLICBANK S ABILENE
330631,1200982,19960630,BEVERLY BK
330659,1056974,20060630,WEBB CITY BK
330734,1078332,19980331,NEW IBERIA BK
330837,0,19980930,FIRST AMER BK INDIAN RIVER CTY
330855,1416439,20200331,BANK OF MO
330873,0,20200331,WAKEFIELD CO-OP BK
330949,1119217,20200331,MORGANTOWN B&TC
331030,1076776,19811231,BARNETT BK OF EAST POLK COUNTY
331058,1103524,19870331,BANCTEXAS QUORUM NA
331076,5426847,20200331,FIRST FED BK OF WI
331106,0,20071231,LYNDONBANK
331124,1068025,19860331,SOCIETY BK NA
331133,1129382,19970930,CAPITOL B&TC
331357,1059395,19861231,FIRST ST BK OF PATTONSBURG
331375,0,20200331,BANKGLOUCESTER
331544,2737971,20200331,RICHLAND CTY BK
331553,1250585,20190331,NEKOMA ST BK
331647,1068294,20020331,BANK ONE MI
331656,1417333,20050331,FIRST ST BK OF AUDUBON
331665,1130838,19950630,STONE OAK NB
331713,1138106,20200331,NEW TRIPOLI BK
331759,1102590,19871231,MBANK GRAND PRAIRIE
331843,1098303,19990930,FIRST NB OF OBLONG
331955,1053795,19910930,CENTURY BK LITTLETON
332028,1023097,19980331,DIME BK
332055,1064278,20190930,FIRST BK OF NEWTON
332158,1119794,19880331,FIRST NB OF AUSTIN
332167,0,19881231,WESTPOINT NB
332224,2807810,20200331,MECHANICS & FARMERS BK
332233,1248265,19931231,FIRST PERFORMANCE NB
332251,1101753,19880331,FIRST REPUBLICBANK GR PRE NA
332309,1033667,19840630,MIDLANTIC NATIONAL BK/CITIZENS
332345,0,20200331,OAKDALE ST BK
332354,0,19871231,FIRST NB&TC CUSHING
332402,3122846,20200331,ENVISION BK
332457,1060364,19880630,CITIZENS BK LITTLETON
332505,0,19960630,MANCHESTER ST BK
332550,1121274,19890630,FIRST NB OF BARNESVILLE
332635,1084687,19841231,FIRST B&TC
332644,1206890,20050930,SAN JOSE TRI CTY BK
332653,1101632,19871231,ALLIED ADDICKS BK
332671,0,20200331,MORGANTON SVGS BK SSB
332738,0,20200331,CANADIAN IMPERIAL BK CHGO BR
332756,0,20200331,ADAMS ST BK
332907,2277860,20070630,NORTH FORK BK
332952,1094211,19960331,MERCANTILE BK OF PERRYVILLE
332970,0,20070331,SHARON CO-OP BK
333007,0,19940930,SHORELINE B&TC
333034,3184125,20200331,STATE BK OF COCHRAN
333043,1139765,20071231,FIRST ST BK THORNTON
333052,1125290,20171231,FIRST NB OF BATTLE LAKE
333119,1071306,19950930,CENTRAL BK
333146,1889891,20001231,FIRST IL NB
333203,1114940,20200331,UNION BK
333249,1096550,20050930,FIRST TEAM BK
333258,1066955,19940630,ALLIANCE NB&TC
333454,1094369,19960630,UNION PLANTERS BK PERRYVILLE
333650,1137855,20200331,BANK
333762,0,19960630,TEXAS AMER BK
333838,1076776,19761231,BARNETT BK OF WEST ORLANDO
333856,5139969,20200331,GRANDVIEW BK
333940,0,20200331,FIRST NB OF OKAWVILLE
333959,0,19861231,HERITAGE NB
334059,1094314,20070630,COMMUNITY B&TC
334143,0,19950630,SHARON ST BK
334152,1066870,19980930,HERITAGE BK OF OLATHE
334255,1125085,20121231,BLAINE ST BK
334264,1107009,20200331,FIRST CMNTY BK
334442,1118797,19970930,FIRST BK
334451,0,19831231,DEWEY BK
334611,2007647,20000930,CITIZENS BK
334648,1209837,20200331,TITONKA SVG BK
334657,1992335,20200331,FARMERS & MERCHANTS ST BK
334666,0,19830331,MINERAL BK OF NV
334750,1102367,20060331,ALAMO BK OF TX
334853,1246766,20000630,COMMUNITY FIRST NB
335056,1065332,19960630,BANK OF LOUISVILLE
335140,1204216,19851231,FIRST NB OF TIPTON
335243,1200272,20020331,SAVANNA ST BK
335252,1100327,19870331,FIRST CITY BK - ADDISON
335346,1129494,20200331,PARTNERS BK
335355,2004749,20200331,TWO RIVERS BK
335551,1067336,19911231,FARMERS BK OF POLO
335654,0,19890630,BANK OF OK LEWIS CTR
335757,0,20150630,STATE BK OF OSKALOOSA
335850,1125955,19890930,BLUE EARTH ST BK
335869,1109692,19890930,FIRST NB OF SAN MARCOS
335935,0,19840331,FLAGSHIP BK OF ORLANDO
335953,1831760,19970930,FIRST NB
335971,0,19980930,PULSE SVG BK
336017,0,19800630,NORTH SCRANTON B&TC
336053,1094314,19950930,PLEASANT HOPE BK
336071,0,20080331,ROXBURY HIGHLAND CO-OP BK
336147,1137145,20200331,UNITED CITIZENS B&TC
336156,1068294,19970930,LIBERTY B&TC OF TULSA NA
336240,1199509,19871231,VALLEY BK OF SHERWOOD
336259,0,19950930,FIRST NB OF OTTAWA
336352,1126176,20011231,FIRST NB OF BOVEY
336361,2497837,20200331,SANGER BK
336437,1077120,19770630,SUN BK OF COLLEGE PARK NA
336455,1101753,19880630,FIRST REPUBLICBANK GRNVLE NA
336558,1053786,19880930,FIRST B&TC
336576,5301533,20200331,EQUITABLE BK SSB
336651,1056189,19930331,VALLEY BK OF LYONS
336820,1020247,19781231,CHESAPEAKE NB
336848,1199611,19871231,NORTHERN TR BK/WOODFIELD
336857,1108613,19891231,NORTHWAY NB
336923,1068687,19790331,CENTRAL TC OF ZANESVILLE
336932,1199563,20050630,ASSOCIATED BK CHICAGO
336950,0,20200331,ASHTON ST BK
337041,1097584,19950930,FARMERS ST BK
337050,1095674,20020331,ARVEST BK
337153,1049734,19910930,AFFILIATED NB WESTLAKE
337247,1141508,20200331,AMERICAN SVGS BK
337322,1042351,19930630,CITIBANK MARYLAND NA
337340,1204609,20200331,HERITAGE BK OF SCHAUMBURG
337434,0,20000630,HANVIT BANK-CHICAGO BR
337452,1053272,20000630,PINNACLE BK
337461,2462965,19981231,PACIFIC NB
337500,1068025,19950331,CASCO NORTHERN BK NA
337658,1098705,20040930,FARMERS BK
337676,1250129,19880930,QUINCY CO-OP BK
337733,1140015,20100331,BANK OF BONIFAY
337827,1069125,19860930,NATIONAL CITY BK MARION
337854,1053441,19900331,BANK IV CORPORATE WOODS NA
337920,1072394,19970630,UNITED CAROLINA BK OF SC
337957,1124266,19890930,LEE ST BK
337966,2755153,20051231,SEAPORT BK
338150,1059461,19850930,PRINCETON ST BK
338178,4647887,20200331,MELROSE BK
338244,1068294,19950630,LIBERTY NB
338347,1206872,19900930,F&M BK OF SLINGER
338356,0,19850331,KANSAS AMER BK
338468,1101632,19871231,ALLIED SEABROOK BK
338525,0,19941231,STATE BK
338552,0,19840331,EAST TEXAS B&TC
338646,1098161,20200331,TRUSTBANK
338758,2052601,20140630,FIRST NB OF THE ROCKIES
338815,1094369,19990331,FIRST & FARMERS BK OF SOMERSET
338833,1131787,19991231,SUNTRUST BK WEST GA NA
338851,0,20200331,CAMBRIDGE ST BK
338945,1204083,20200331,1ST CMNTY BK
338954,1101753,19870630,FIRST REPUBLICBANK NORTH DLLS
339054,1103896,20190630,GRUVER ST BK
339072,4264789,20200331,COLONIAL SVG FA
339250,1051643,20001231,FIRSTIER BK
339278,1868542,19930930,WASATCH BK
339353,1123401,20200331,FIRST SECURITY BK CANBY
339371,1076217,19850930,UNITED BK
339401,1113514,19970930,FLEET BK
339438,1085723,19870930,COMMUNITY BK OF MANATEE
339456,2505929,20200331,FIRST CMNTY BK
339531,0,20090630,COMMERZBANK AKT CHICAGO BR
339540,1078332,19980930,ARKANSAS B&TC
339607,0,20200331,SACO & BIDDEFORD SVG INST
339755,1049949,19860930,AMERICAN BK OF RICHMOND
339764,0,19870331,FIRST ARROYO BK
339773,5425653,20200331,NEEDHAM BK
339858,1883693,20200331,BOKF NA
339876,0,20200331,FIRST FS&LA
339924,1069125,19940331,PEOPLES BKG CO
339942,1199497,19970331,M&I BK SW
339951,1050712,20161231,VALLEY VIEW ST BK
340032,1020229,19801231,INTER CITY NB OF BRADENTON
340108,0,19970930,PRIMARY BK
340135,1135002,20200331,BANK OF TN
340144,2321419,20200331,PEOPLES ST BK
340153,1093586,19960331,BOATMENS BK OF KS
340256,3304352,20200331,21ST CENTURY BK
340340,1068294,19961231,BANK ONE LAFAYETTE NA
340359,1249936,19961231,FIRST ST BK
340425,0,19830331,UNIBANK
340443,1099579,20200331,FIRST NB IN PINCKNEYVILLE
340470,1094211,19970930,ROOSEVELT BK
340500,1250352,19920930,HERITAGE BK FOR SVG
340555,1052387,20111231,FIRST NB
340603,0,19830930,CITY SVG BK OF MIDDLETOWN
340649,1203451,20140930,CITIZENS ST BK
340676,0,19930630,GRANITE SVG BANK
340742,1139532,20200331,CIBM BK
340751,1246926,20200331,FIRST NB OF ALBANY BRECKENRIDG
340779,0,19951231,BLUE CHIP SVG BK
340854,1059733,20000930,CITIZENS BK
340957,1121788,19860331,FIRST FIDELITY BK
341057,1062005,19910930,CITIZENS BK OF PAGOSA SPRINGS
341114,1069778,19901231,CENTRAL TC
341141,1206395,19980630,FARMERS ST BK
341178,0,20110930,BLUE RIDGE SVG BK
341235,1085787,19940630,MERCHANT BK OF FL
341253,1103122,19861231,FIRST ALIEF BK
341310,0,20200331,WALDEN SVG BK
341356,1064568,20020630,BEATRICE NB&TC
341365,0,19771231,INTERNATIONAL TC
341440,1199648,19910331,FIRST OF AMERICA BK NA
341507,0,19800630,EMPIRE NATIONAL BANK
341552,1094211,19960930,MERCANTILE BK OF PHELPS CTY
341646,1074156,20020630,AREA BK
341721,1070804,19971231,CITIZENS NB
341749,1207422,19940630,MIDAMERICA BK STOUGHTON
341851,1128358,20130930,CLINTON ST BK
341918,1118283,20080630,COLUMBIA CTY FARMERS NB
341954,3168107,20130630,FIRST ST BK
341972,2266314,20100630,TREMONT SVG BK
342045,1199648,19950331,FIRST OF AMER BK-NW IN NA
342054,1249600,20200331,PHELPS CTY BK
342072,0,19950331,BANK OF TAUNTON CO-OP BK
342139,1131787,19991231,SUNTRUST BK NATURE COAST
342157,1067934,19860630,CENTRAL B&TC
342175,4281441,20170930,ASHEVILLE SVG BK SSB
342362,2112439,20200331,FIRST NB
342410,1248153,20200331,ORRSTOWN BK
342456,1106815,19930630,HAMILTON NB
342634,1079562,20200331,TRUSTMARK NB
342643,1207824,20090331,FNB FNCL
342652,1120754,19990331,COMMUNITY BK PARKER
342670,1068294,19930331,VALLEY CENTRAL BK
342719,1966671,20000630,POWELL CTY BK
342755,1119691,19890630,MARQUETTE BK COLUMBIA HEIGHTS
342830,1077689,19840331,SOUTHEAST BK OF LEE COUNTY NA
342849,1202137,19980630,FIRST NB OF CENTRAL IL
342858,1120754,19970331,NORWEST BK TX
342924,1137499,19861231,FIRST NB OF COCHRANTON
342951,0,19880331,FIRST SECURITY B&TC
342960,2585846,20020630,CERRITOS VALLEY BK
343042,1118797,19890331,FIRST BK
343051,1064184,20200331,BANK OF EUFAULA
343239,1129953,19870930,FIRST BK OF CONYERS
343248,0,20200331,FIRST NB OF PRIMGHAR
343257,1124930,20200331,UNITED SOUTHWEST BK
343314,1916836,20070331,CITIZENS TC
343341,1139215,20090930,INDEPENDENT BKR BK
343378,0,20180930,MISSISSIPPI CTY S&LA
343453,1416831,19920630,HOME ST BK
343529,0,19860930,PEOPLES BK OF STAFFORD
343556,1122123,20060630,FIRST WESTERN BK CUSTER
343659,1118582,19841231,LANDMARK NORTHWEST PLAZA BK
343752,1057887,19930930,BANK OF TULSA
343770,0,20200331,NASHVILLE SB
343855,1053441,19910930,BANK IV PITTSBURG NA
343903,0,20200331,ADAMS CMNTY BK
343958,1125151,20200331,CURRIE ST BK
343967,2033226,20000930,FIRST ST BK
344021,1072107,19780930,BANK OF VA-POTOMAC
344030,0,19760930,INTERNATIONAL CITY B&TC
344133,1231454,19820331,FLAGSHIP BK OF W PALM BEACH
344151,1119534,19860630,BANKCENTER ONE ST CHARLES
344236,1084342,20100930,GULF ST CMNTY BK
344254,1061071,19931231,FIRST CITY BK
344339,1078426,19891231,FIRST AMERICAN NB
344357,1051250,19880630,FIRST ST BK OF PLEASANTON
344423,0,20060331,BANK OF HEATH SPRINGS
344450,0,19920630,FIRST ST BK OF DALTON
344469,1103177,19900630,AMERICAN ST BK OF SNYD
344544,0,19870630,LEITERS FORD ST BK
344553,1102590,19870630,MBANK HARLINGEN NA
344647,1404632,20200331,FIRST BKR TC NA
344656,1056086,19861231,NATIONAL BK OF FREDERICK
344674,0,20080331,MORRIS BLDG LOAN SB
344759,0,19771231,FIRST SVG IND BK
344816,2007647,20200331,CITIZENS DEPOSIT B&TC
344852,1125571,20200331,PERENNIAL BK
344955,0,19880331,ALLEN NB
345055,0,19880630,TOWN & COUNTRY NB
345073,1992997,19940331,AMERICAN CMRL SVG BK SSB
345103,0,19950331,URBAN NB
345112,0,19761231,FIRST NB OF CPE MAY CRT HSE
345149,1097959,20120930,STATE BK OF PRARIE DU ROCHER
345158,1133286,20010630,FIRST SOUTHWEST BK
345309,0,20200331,CHELSEA GROTON BK
345345,1201457,20200331,AMERICAN BK NA
345457,1109834,20001231,WEST TX NB
345550,1120754,19910331,FIRST NB OF BELLEVUE
345653,0,19830331,FIRST POTTER COUNTY BK
345747,1129618,20200331,STATE BK OF LIZTON
345756,1416550,20200331,FIRST ST BK OF ST CHARLES MO
345859,1064166,19930930,WESTERN NB OF TULSA
345877,4211831,20200331,CENTURY NEXT BK
345943,1199497,19940630,M&I FOX HEIGHTS BK
346007,0,19910630,VALLEY BK
346034,0,19901231,COMMONWEALTH BK AUSTRALIA-CHGO
346052,1138807,19990331,TEAMBANK NE
346128,1071968,19950930,FIRST VA BK-SOUTHSIDE
346258,1118582,19850331,LANDMARK BK ST CHARLES CTY NA
346351,1232068,19771231,WESTERN TR & SVG CO
346379,3827918,20200331,FIRST FED CMNTY BK OF BUCYRUS
346445,0,19830930,FIRST BK SE OF TWIN LAKES
346454,1057645,19980930,STATE BK PRETTY PRAIRIE
346566,2524210,20200331,FIRST NB
346614,1116300,19940930,BUCKS CTY B&TC
346641,1071593,19970930,FARMERS ST BK
346650,1103430,19851231,HARLINGEN NB SOUTH
346744,2318446,20010331,AMERICAN BK OF IL IN HIGHLAND
346771,2507642,20200331,FIRST FSB OF CHAMPAIGN-URBANA
346847,1199648,19890630,FIR OF AMER BK-GRND TRAV NA
346931,1247101,19940630,PEOPLES BK
346940,1199536,19871231,HAWKEYE B&TC MASON CITY
347022,1143230,20200331,FIRST NB OF SC
347068,1101632,19871231,ALLIED SPRING BK
347134,1094369,19980630,UNION PLANTERS BK OF FL
347152,1102590,19870930,MBANK CLEAR LAKE NA
347246,1073757,19970331,BOATMENS BK OF QUINCY
347303,0,19781231,CITIZENS B&TC OF PEABODY
347358,1068294,19941231,BANK ONE WESTERN COLORADO NA
347518,1071306,19950930,CENWEST NB
347554,1102590,19870930,MBANK WESTBURY NA
347572,0,20120630,BANKATLANTIC
347639,1131602,20200331,DEVON BK
347657,0,20121231,BANK OF BERTRAND
347750,1121948,19970930,FARMERS & MERCHANTS BK
347956,1951891,20200331,VAST BK NA
348047,1138058,19950331,STRASBURG ST BK
348056,0,19940630,FIRST NB
348104,1111435,20200331,STATE STREET INTL HOLDINGS
348122,1138638,19960331,FIRST NB OF GARRETT
348131,0,20040630,CALYON CHICAGO BR II
348140,1078332,19990630,ARKANSAS BK
348159,4459754,20200331,BANK OF BENNINGTON
348207,3929791,20190331,BELMONT SVG BK
348252,1246766,19941231,COMMUNITY FIRST ST BK HURON
348319,0,20010331,GUARANTY BK NA
348355,1094211,19960331,MERCANTILE BK STE GENEVIEVE
348458,1471803,20130630,TULSA NB
348542,1209707,20151231,WALWORTH ST BK
348551,1055427,20180630,CAPITAL CITY BK
348663,1104576,19940930,FIRST NB
348720,1076619,20200331,FARMERS & MRCH BK
348739,1077689,19810930,SOUTHEAST BK OF VOLUSIA
348748,1207598,20160331,FARMERS ST BK
348841,0,19830930,COMMUNITY NB OF QUINCY
348850,0,19870630,UNITED SVC BK
348917,0,20190930,BANCA MONTE DEI PASCHI NY BR
348953,1246766,19970331,COLORADO CMNTY FIRST ST BK
349008,1115189,19901231,ROCKINGHAM CTY TC
349035,1094640,19840331,FIRST TN BK NA KNGSPRT/BRIST
349044,1199497,20010331,M&I BK S CENTRAL
349053,1119794,20010630,FIRSTAR BK NA OVERLAND PK
349129,1248742,20200331,COMMERCIAL BK
349147,1199778,19900930,NBD MONROE CTY BK
349165,1106310,20121231,TOWN & COUNTRY BK
349240,1207721,19860930,CITIZENS BK OF MI CITY
349259,0,19861231,FARMERS ST BK
349343,1095816,20200331,TOWN & COUNTRY BK MW
349352,1059564,19850930,FARMERS & MRCH NB HENNESSEY
349361,1073757,19990630,BANK OF AMER NT&SA
349370,3843712,20180930,ANCHOR BK
349428,0,19761231,SECOND NB OF RICHMOND
349503,1239795,19831231,NEW BRITAIN B&TC
349512,1070251,19900930,STAR BK NORTHERN KY
349558,1126439,19881231,SUBURBAN NB
349633,1081042,19830630,CLEARWATER BEACH BK
349651,1144219,19950630,ALVARADO ST BK
349763,0,19801231,SECURITY NB
349820,1074156,19990630,BANK OF FERRUM
349950,1093586,19860331,GENERAL BK
349969,0,19911231,VALLEY CMRL BK
350059,1246766,19941231,COMMUNITY FIRST ST BK LEMMON
350152,1073757,19970331,BOATMENS NB OF ST LOUIS
350358,1050785,19860331,CITIZENS ST BK
350433,1086597,20081231,ROSSVILLE BK
350460,1107773,20000630,FIRST NB
350536,1086010,19910630,PEOPLES FIRST NB
350554,2496335,20020630,PARADIGM BK TX
350572,4498726,20200331,1ST UNITED BK
350657,0,20200331,1ST BK IN HOMINY
350750,1050226,20200331,NORTH VALLEY BK
350871,1938865,19930630,GEORGIA B&TC OF COLUMBIA CTY
350938,1130632,19980630,BANK OF TALLASSEE
350947,1203602,19871231,FIRST NB OF THOMASBORO
351038,0,19890930,FIRST AMERICAN B&TC
351122,1141067,20040630,SECOND NB
351131,1079236,20200331,BANK OF BREWTON
351159,1063178,19861231,PEOPLES ST B&TC
351207,0,20110630,LEGACY BK
351252,0,19771231,TRINIDAD SIC IND BK
351319,1071490,19910630,KENTUCKY NB OF BOONE CTY
351355,1495854,20081231,COMMERCIAL NB OF L'ANSE
351421,0,19790930,WESTERN CAROLINA B&TC
351449,1206612,19910930,HERITAGE BK TINLEY PARK
351458,1094369,19990630,ALVIN ST BK
351560,1029295,20200331,SUMMIT BK
351654,0,19931231,FARMERS ST BK OF MELLETTE
351757,1049583,19830930,CITY BANK
351841,0,19830930,UNITED PEOPLES BK
351850,1050851,20171231,FIRST B&TC
351878,0,20200331,AROOSTOOK COUNTY FS&LA
351908,1114726,19910630,SUNCOOK BK
351926,0,19780331,MIDDLE POINT BKG CO
352026,0,19840331,UNION SVG & TC
352035,2485076,20180630,DELAWARE PLACE BK
352156,0,19830331,FIRST NB OF MILLER
352343,1096608,19880630,LAKELAND ST BK
352370,0,20200331,SOUTHERN HILLS COMMUNITY BANK
352400,0,19910630,IONA SVG BK
352446,1199479,19871231,FIRST WISCONSIN BK
352558,1120754,20031231,WELLS FARGO BK MI NA
352624,0,19920630,PIEDMONT ST BK
352651,0,20200331,BOC BK
352745,1095058,20200331,STATE STREET B&TC
352754,0,19881231,BANK OF CMRC
352772,2126977,20200331,BANNER BK
352820,3186428,20190930,BANK OF MT HOPE
352857,2141028,20060630,WESTSTAR BK
352905,1134096,19970630,BK OF NEW HAVEN
352932,1082058,19900630,DARIEN BK
352941,1202726,19980331,SECURITY T&SB
353023,0,20070331,JOHNSONVILLE ST BK
353069,1130780,20090930,CITIZENS NB
353153,1110335,19970630,COLLIN CTY NB
353238,1084593,20200331,CENTRAL ST BK
353247,1100260,19940331,RAMSEY ST BK
353256,1133286,19981231,KINGFISHER B&TC
353322,0,20050930,NATIONAL BK OF DAVIS
353331,0,19771231,GUARDIAN TC
353359,1065181,20100331,COLORADO MOUNTAIN BK
353416,1070644,19961231,WOODFORD B&TC
353452,1199648,19940930,FIRST OF AMERICA BK
353470,0,20130331,WASHINGTON SVG BK FSB
353546,1492497,20200331,FIRST NB IN TREMONT
353555,1107205,20200331,AMARILLO NB
353630,1199778,19920930,NBD BK LEMONT
353724,0,20200331,BANK OF FINCASTLE
353751,1123670,20090630,FIRST WESTERN BK
353854,1093586,19840630,JEFFERSON-GRAVOIS BK
353863,0,19930630,CAL WEST NB
353957,0,20200331,FIRST FARMERS NB WAURIKA
354020,1232705,19840630,CAROLINA BK
354039,1085590,19890331,CAHABA B&TC
354048,1239508,19811231,FIRST NB&TC TUSCOLA
354057,2184043,20200331,FIRST NB
354132,1130098,20040331,LNB NB
354150,1049015,19850630,FIRST NB OF ST JOSEPH
354253,1134724,20200331,SUNRISE BK DAKOTA
354310,1116609,20200331,UNIVEST B&TC
354356,1118582,19831231,LANDMARK BK OF SUNSET HILLS NA
354440,1096055,19860331,CALLAO CMNTY BK
354459,0,19880930,WAUKOMIS ST BK
354525,1068294,19920331,BANK ONE MIDDLETOWN
354534,0,19830331,CITY & COUNTY BK OF ROANE COUN
354552,1067532,20200331,COMMUNITY NB
354664,1831760,19970331,FIRST FARMERS AND MRCH BK
354712,1116300,19900930,FIRST PENNSYLVANIA BK NA
354758,0,19890630,FIRST ST BK
354815,0,19760930,FIRST ST BK
354824,0,19790630,PEOPLES ST BK
354851,1062500,20200331,STATE EXCH BK
354954,2137375,20130930,COLORADO ST BK
355054,1065378,19901231,PEOPLES ST BK OF SHARON SPRING
355120,1076525,20200331,CAROLINA B&TC
355166,1102563,19870930,TEXARKANA NB CNTRL
355214,1239254,19931231,FIRST FIDELITY BK NA PA
355250,1249338,19920930,FIRST CITY TX MADISONVILLE NA
355335,1134760,19960630,CITY BK OF CHILDERSBURG
355353,1133286,19890331,OKLAHOMA ST BK
355429,0,19890930,WESTERN GREENBRIER NB
355456,0,19771231,AVCO WESTMINSTER IND BK
355531,0,19800930,CITIZENS & STHRN EMORY BK
355540,1120754,19891231,NORWEST BK SIOUX CITY NA
355559,1139868,20200331,RANGE BK NA
355577,1849336,19981231,STERLING B&TC
355607,1033313,19810630,"CITIZENS CENTRAL BANK, THE"
355616,1115611,19931231,VALLEY B&TC
355625,0,19870630,BANK OF CANDOR
355652,1108202,19920930,CITY NB
355737,0,20180331,LAURA ST BK
355746,1094828,20140630,SIMMONS FIRST BK OF SOUTH AR
355755,1057926,19850331,FARMERS ST BK
355803,1034806,19880930,KEY BK OF EASTERN ME
355821,2434467,20160630,BANK OF FLOYD
355858,1127294,20200331,FIRST NB
355933,1131787,19931231,SUN BK OF PASCO CTY
355951,1049949,19920331,AMERICAN BK OF ST LOUIS
356145,1204047,20140630,MARSHALL CTY ST BK
356239,1208148,20200331,CITIZENS ST BK
356248,0,19851231,LESLIE ST BK
356257,1049341,19960331,COMMERCE BK OF ST JOSEPH NA
356305,1034365,19831231,NORTHEAST BK OF MILLINOCKET
356350,1122123,20031231,FIRST WESTERN BK
356408,0,19780930,HATO REY BRANCH
356417,2007647,20001231,BANK OF MT VERNON
356462,1042351,19950930,DE ANZA BK
356640,0,19760331,SECURITY BK ON CAPITOL
356659,1063141,20200331,SOLOMON ST BK
356725,1074875,19790930,CITIZENS NB OF EMPORIA
356752,1129047,20200331,CITIZENS ST BK OF ONTONAGON
356761,1102590,19881231,MBANK THE WOODLANDS NA
356819,0,19771231,GLENMEDE TC
356855,1104437,19900930,FARMERS ST BK OF MADISO
356864,1199844,19940331,PACIFIC WESTERN BK
356930,1136689,20021231,BARBOUR CTY BK
356949,1133343,20111231,FIRST ST BK OF RED BUD
356958,1993547,19970331,FIRST NB OF LEEDEY
357049,1097575,20180331,FIRST NB
357058,2763569,20010331,RUIDOSO ST BK
357142,1199563,19971231,ASSOCIATED BK W ALLIS
357151,1061099,20200331,STANLEY BK
357209,1231557,19810930,NORWAY NB
357236,1073551,19870930,ROSWELL BK
357263,1107933,19951231,TEXAS CITY BK
357357,1106338,19921231,FIRST NB-MNSFLD
357375,2472928,20100930,K BK
357432,1085826,20051231,FIRST NB OF SHELBY CTY
357450,1061512,19960630,FIRST CMNTY B&TC OF LONE GROVE
357526,2878294,20200331,DAVIS TC
357553,1062528,20200331,FIRST PIONEER NB
357610,1966671,20010630,BANK OF WHITESBURG
357638,0,19781231,TONY BROS BK
357731,0,19970331,FIRST NB OF UNION SPRINGS
357740,1139970,20050930,VILLA PARK T&SB
357759,1108707,19950630,FIRSTBANK SOUTHWEST
357777,0,20200331,GREENVILLE SVG BK
357825,0,19910630,VILLAGE BK
357834,1095414,20110930,FARMERS ST BK FULTON CTY
357937,1084472,20200331,CITIZENS B&TC
358019,0,20030930,KOREA EXCH BK BROADWAY BR
358055,0,19890630,FARMERS ST BK OF YUMA
358112,2538860,20200331,COMMERCIAL BK
358130,1079638,19810331,NORTHEAST COMMERCIAL BK
358149,2652887,20170930,FIRST ST BK
358158,1199648,19871231,FIRST OF AMERICA SLT ST MR NA
358233,3100330,20170930,BANK OF WEDOWEE
358251,0,19820930,TEXAS BK OF AMARILLO
358336,0,19820331,FARMERS ST BK
358448,2907251,20200331,MAYVILLE ST BK
358635,2731858,20050930,BANK
358701,1113907,19851231,NEWPORT NB
